movie_id,title,rating_score_minmax,movie_age_minmax,title_length_minmax,platform_count_minmax,age_min_minmax,rating_score_standard,movie_age_standard,title_length_standard,platform_count_standard,age_min_standard,rating_score_robust,movie_age_robust,title_length_robust,platform_count_robust,age_min_robust
1,The Irishman,1.0,0.018691588785046724,0.099009900990099,0.0,1.0,3.3698817775882657,-0.6052274326524028,-0.5477396080986222,-0.16203163921659547,1.1261975850835142,2.5555555555555554,-0.3333333333333333,-0.25,0.0,1.6666666666666667
2,Dangal,0.9886363636363636,0.04672897196261682,0.0396039603960396,0.0,0.38888888888888884,3.2940793541514988,-0.4484004515514429,-1.1151687798555103,-0.16203163921659547,-1.1859083022620853,2.5,-0.08333333333333333,-0.75,0.0,-2.0
3,David Attenborough: A Life on Our Planet,0.9659090909090909,0.009345794392523359,0.37623762376237624,0.0,0.38888888888888884,3.1424745072779654,-0.6575030930193894,2.100263193433522,-0.16203163921659547,-1.1859083022620853,2.388888888888889,-0.4166666666666667,2.0833333333333335,0.0,-2.0
4,Lagaan: Once Upon a Time in India,0.9545454545454545,0.18691588785046725,0.3069306930693069,0.0,0.38888888888888884,3.0666720838411985,0.33573445395335616,1.4382624930504861,-0.16203163921659547,-1.1859083022620853,2.3333333333333335,1.1666666666666667,1.5,0.0,-2.0
5,Roma,0.9545454545454545,0.02803738317757009,0.019801980198019802,0.0,1.0,3.0666720838411985,-0.5529517722854161,-1.3043118371078064,-0.16203163921659547,1.1261975850835142,2.3333333333333335,-0.25,-0.9166666666666666,0.0,1.6666666666666667
6,To All the Boys I've Loved Before,0.9545454545454545,0.02803738317757009,0.3069306930693069,0.0,0.7222222222222222,3.0666720838411985,-0.5529517722854161,1.4382624930504861,-0.16203163921659547,0.07524036356278722,2.3333333333333335,-0.25,1.5,0.0,0.0
7,The Social Dilemma,0.9431818181818182,0.009345794392523359,0.15841584158415842,0.0,0.7222222222222222,2.9908696604044316,-0.6575030930193894,0.019689563658265897,-0.16203163921659547,0.07524036356278722,2.2777777777777777,-0.4166666666666667,0.25,0.0,0.0
8,Okja,0.9318181818181818,0.037383177570093455,0.019801980198019802,0.0,0.7222222222222222,2.915067236967665,-0.5006761119184295,-1.3043118371078064,-0.16203163921659547,0.07524036356278722,2.2222222222222223,-0.16666666666666666,-0.9166666666666666,0.0,0.0
9,The Ballad of Buster Scruggs,0.9318181818181818,0.02803738317757009,0.25742574257425743,0.0,0.8888888888888888,2.915067236967665,-0.5529517722854161,0.9654048499197461,-0.16203163921659547,0.7058146964752234,2.2222222222222223,-0.25,1.0833333333333333,0.0,1.0
10,The Trial of the Chicago 7,0.9318181818181818,0.009345794392523359,0.23762376237623764,0.0,1.0,2.915067236967665,-0.6575030930193894,0.77626179266745,-0.16203163921659547,1.1261975850835142,2.2222222222222223,-0.4166666666666667,0.9166666666666666,0.0,1.6666666666666667
11,Article 15,0.9318181818181818,0.018691588785046724,0.07920792079207921,0.0,1.0,2.915067236967665,-0.6052274326524028,-0.7368826653509183,-0.16203163921659547,1.1261975850835142,2.2222222222222223,-0.3333333333333333,-0.4166666666666667,0.0,1.6666666666666667
12,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",0.9318181818181818,0.037383177570093455,1.0,0.0,1.0,2.915067236967665,-0.5006761119184295,8.058269496880847,-0.16203163921659547,1.1261975850835142,2.2222222222222223,-0.16666666666666666,7.333333333333333,0.0,1.6666666666666667
13,Dolemite Is My Name,0.9318181818181818,0.018691588785046724,0.16831683168316833,0.0,1.0,2.915067236967665,-0.6052274326524028,0.11426109228441392,-0.16203163921659547,1.1261975850835142,2.2222222222222223,-0.3333333333333333,0.3333333333333333,0.0,1.6666666666666667
14,Mudbound,0.9204545454545455,0.037383177570093455,0.0594059405940594,0.0,1.0,2.839264813530898,-0.5006761119184295,-0.9260257226032143,-0.16203163921659547,1.1261975850835142,2.1666666666666665,-0.16666666666666666,-0.5833333333333334,0.0,1.6666666666666667
15,Swades,0.9204545454545455,0.1588785046728972,0.0396039603960396,0.0,0.0,2.839264813530898,0.17890747285239633,-1.1151687798555103,-0.16203163921659547,-2.657248412391103,2.1666666666666665,0.9166666666666666,-0.75,0.0,-4.333333333333333
16,Fyre,0.9204545454545455,0.018691588785046724,0.019801980198019802,0.0,1.0,2.839264813530898,-0.6052274326524028,-1.3043118371078064,-0.16203163921659547,1.1261975850835142,2.1666666666666665,-0.3333333333333333,-0.9166666666666666,0.0,1.6666666666666667
17,Miss Americana,0.9090909090909091,0.009345794392523359,0.11881188118811882,0.0,1.0,2.7634623900941313,-0.6575030930193894,-0.3585965508463262,-0.16203163921659547,1.1261975850835142,2.111111111111111,-0.4166666666666667,-0.08333333333333333,0.0,1.6666666666666667
18,Virunga,0.9090909090909091,0.06542056074766353,0.04950495049504951,0.0,0.8888888888888888,2.7634623900941313,-0.3438491308174697,-1.0205972512293624,-0.16203163921659547,0.7058146964752234,2.111111111111111,0.08333333333333333,-0.6666666666666666,0.0,1.0
19,Black Friday,0.9090909090909091,0.1588785046728972,0.099009900990099,0.0,1.0,2.7634623900941313,0.17890747285239633,-0.5477396080986222,-0.16203163921659547,1.1261975850835142,2.111111111111111,0.9166666666666666,-0.25,0.0,1.6666666666666667
20,Talvar,0.9090909090909091,0.056074766355140186,0.0396039603960396,0.0,0.38888888888888884,2.7634623900941313,-0.3961247911844563,-1.1151687798555103,-0.16203163921659547,-1.1859083022620853,2.111111111111111,0.0,-0.75,0.0,-2.0
21,The King,0.9090909090909091,0.018691588785046724,0.0594059405940594,0.0,1.0,2.7634623900941313,-0.6052274326524028,-0.9260257226032143,-0.16203163921659547,1.1261975850835142,2.111111111111111,-0.3333333333333333,-0.5833333333333334,0.0,1.6666666666666667
22,John Mulaney: Kid Gorgeous at Radio City,0.8977272727272728,0.02803738317757009,0.37623762376237624,0.0,1.0,2.6876599666573644,-0.5529517722854161,2.100263193433522,-0.16203163921659547,1.1261975850835142,2.0555555555555554,-0.25,2.0833333333333335,0.0,1.6666666666666667
23,I Am Mother,0.8977272727272728,0.018691588785046724,0.0891089108910891,0.0,0.7222222222222222,2.6876599666573644,-0.6052274326524028,-0.6423111367247702,-0.16203163921659547,0.07524036356278722,2.0555555555555554,-0.3333333333333333,-0.3333333333333333,0.0,0.0
24,Tell Me Who I Am,0.8977272727272728,0.018691588785046724,0.13861386138613863,0.0,1.0,2.6876599666573644,-0.6052274326524028,-0.16945349359403014,-0.16203163921659547,1.1261975850835142,2.0555555555555554,-0.3333333333333333,0.08333333333333333,0.0,1.6666666666666667
25,The Departed,0.8977272727272728,0.14018691588785046,0.099009900990099,0.0,1.0,2.6876599666573644,0.07435615211842313,-0.5477396080986222,-0.16203163921659547,1.1261975850835142,2.0555555555555554,0.75,-0.25,0.0,1.6666666666666667
26,Winter on Fire: Ukraine's Fight for Freedom,0.8977272727272728,0.056074766355140186,0.4059405940594059,0.0,0.8888888888888888,2.6876599666573644,-0.3961247911844563,2.3839777793119663,-0.16203163921659547,0.7058146964752234,2.0555555555555554,0.0,2.3333333333333335,0.0,1.0
27,Terminator 2: Judgment Day,0.8977272727272728,0.2803738317757009,0.23762376237623764,0.0,1.0,2.6876599666573644,0.8584910576232222,0.77626179266745,-0.16203163921659547,1.1261975850835142,2.0555555555555554,2.0,0.9166666666666666,0.0,1.6666666666666667
28,I Lost My Body,0.8977272727272728,0.018691588785046724,0.11881188118811882,0.0,1.0,2.6876599666573644,-0.6052274326524028,-0.3585965508463262,-0.16203163921659547,1.1261975850835142,2.0555555555555554,-0.3333333333333333,-0.08333333333333333,0.0,1.6666666666666667
29,Django Unchained,0.8977272727272728,0.08411214953271026,0.13861386138613863,0.0,1.0,2.6876599666573644,-0.23929781008349651,-0.16945349359403014,-0.16203163921659547,1.1261975850835142,2.0555555555555554,0.25,0.08333333333333333,0.0,1.6666666666666667
30,The Half of It,0.8977272727272728,0.009345794392523359,0.11881188118811882,0.0,0.7222222222222222,2.6876599666573644,-0.6575030930193894,-0.3585965508463262,-0.16203163921659547,0.07524036356278722,2.0555555555555554,-0.4166666666666667,-0.08333333333333333,0.0,0.0
31,The Boy Who Harnessed the Wind,0.8977272727272728,0.018691588785046724,0.2772277227722772,0.0,0.38888888888888884,2.6876599666573644,-0.6052274326524028,1.1545479071720421,-0.16203163921659547,-1.1859083022620853,2.0555555555555554,-0.3333333333333333,1.25,0.0,-2.0
32,The Devil All the Time,0.8977272727272728,0.009345794392523359,0.19801980198019803,0.0,1.0,2.6876599666573644,-0.6575030930193894,0.39797567816285795,-0.16203163921659547,1.1261975850835142,2.0555555555555554,-0.4166666666666667,0.5833333333333334,0.0,1.6666666666666667
33,The Fundamentals of Caring,0.8977272727272728,0.04672897196261682,0.23762376237623764,0.0,1.0,2.6876599666573644,-0.4484004515514429,0.77626179266745,-0.16203163921659547,1.1261975850835142,2.0555555555555554,-0.08333333333333333,0.9166666666666666,0.0,1.6666666666666667
34,Pieces of a Woman,0.8863636363636364,0.009345794392523359,0.14851485148514854,0.0,1.0,2.611857543220598,-0.6575030930193894,-0.07488196496788212,-0.16203163921659547,1.1261975850835142,2.0,-0.4166666666666667,0.16666666666666666,0.0,1.6666666666666667
35,Gerald's Game,0.8863636363636364,0.037383177570093455,0.10891089108910891,0.0,1.0,2.611857543220598,-0.5006761119184295,-0.4531680794724742,-0.16203163921659547,1.1261975850835142,2.0,-0.16666666666666666,-0.16666666666666666,0.0,1.6666666666666667
36,On Body and Soul,0.8863636363636364,0.037383177570093455,0.13861386138613863,0.0,0.7222222222222222,2.611857543220598,-0.5006761119184295,-0.16945349359403014,-0.16203163921659547,0.07524036356278722,2.0,-0.16666666666666666,0.08333333333333333,0.0,0.0
37,Shutter Island,0.8863636363636364,0.10280373831775699,0.11881188118811882,0.0,1.0,2.611857543220598,-0.1347464893495233,-0.3585965508463262,-0.16203163921659547,1.1261975850835142,2.0,0.4166666666666667,-0.08333333333333333,0.0,1.6666666666666667
38,Always Be My Maybe,0.8863636363636364,0.018691588785046724,0.15841584158415842,0.0,0.7222222222222222,2.611857543220598,-0.6052274326524028,0.019689563658265897,-0.16203163921659547,0.07524036356278722,2.0,-0.3333333333333333,0.25,0.0,0.0
39,The Intouchables,0.8863636363636364,0.09345794392523363,0.13861386138613863,0.0,0.38888888888888884,2.611857543220598,-0.1870221497165099,-0.16945349359403014,-0.16203163921659547,-1.1859083022620853,2.0,0.3333333333333333,0.08333333333333333,0.0,-2.0
